N,Area,RelativeError,Run
87600,0.943469,0.00110984,1
87600,0.951571,0.00746786,2
87600,0.939695,0.00510493,3
87600,0.964334,0.0209807,4
87600,0.949795,0.00558781,5
87600,0.944912,0.000417696,6
87600,0.959007,0.0153405,7
87600,0.949795,0.00558781,8
87600,0.954123,0.0101704,9
88100,0.944405,0.000119269,0
88100,0.946501,0.00210061,1
88100,0.935466,0.00958297,2
88100,0.957316,0.0135505,3
88100,0.948377,0.00408682,4
88100,0.942418,0.00222231,5
88100,0.939218,0.00561055,6
88100,0.93977,0.00502637,7
88100,0.955219,0.0113306,8
88100,0.952681,0.00864342,9
88600,0.945549,0.00109247,0
88600,0.946098,0.00167336,1
88600,0.946866,0.00248659,2
88600,0.946537,0.00213806,3
88600,0.943574,0.000998702,4
88600,0.944232,0.000301643,5
88600,0.945549,0.00109247,6
88600,0.951694,0.00759836,7
88600,0.958497,0.0148013,8
88600,0.943793,0.000766349,9
89100,0.942643,0.00198379,0
89100,0.944062,0.000481971,1
89100,0.953991,0.0100308,2
89100,0.953118,0.00910656,3
89100,0.948645,0.00437006,4
89100,0.940025,0.00475638,5
89100,0.931405,0.0138828,6
89100,0.964794,0.0214677,7
89100,0.943953,0.000597495,8
89100,0.943189,0.00140617,9
89600,0.931632,0.0136417,0
89600,0.943677,0.000890046,1
89600,0.940204,0.0045662,2
89600,0.953008,0.00898962,3
89600,0.942917,0.0016942,4
89600,0.92306,0.0227172,5
89600,0.919588,0.0263934,6
89600,0.924037,0.0216833,7
89600,0.945738,0.00129267,8
89600,0.930222,0.0151351,9
90100,0.935095,0.00997601,0
90100,0.94718,0.00281913,1
90100,0.949014,0.00476125,2
90100,0.954086,0.0101306,3
90100,0.943511,0.00106511,4
90100,0.944698,0.000191559,5
90100,0.961207,0.0176706,6
90100,0.965416,0.0221261,7
90100,0.941677,0.00300723,8
90100,0.943187,0.00140783,9
90600,0.941416,0.00328325,0
90600,0.940665,0.00407853,1
90600,0.959229,0.0155763,2
90600,0.941953,0.00271519,3
90600,0.941201,0.00351047,4
90600,0.948713,0.00444236,5
90600,0.935407,0.00964551,6
90600,0.957405,0.0136449,7
90600,0.951825,0.0077371,8
90600,0.937446,0.00748689,9
91100,0.94404,0.000505558,0
91100,0.943933,0.000618546,1
91100,0.948415,0.00412696,2
91100,0.942546,0.00208739,3
91100,0.948842,0.00457892,4
91100,0.940731,0.00400819,5
91100,0.941692,0.0029913,6
91100,0.949696,0.00548282,7
91100,0.948522,0.00423995,8
91100,0.946067,0.00164122,9
91600,0.943238,0.00135408,0
91600,0.945255,0.000780979,1
91600,0.934535,0.0105685,2
91600,0.944512,5.62156e-06,3
91600,0.939842,0.00494997,4
91600,0.963404,0.0199965,5
91600,0.94483,0.000331493,6
91600,0.945043,0.000556236,7
91600,0.927636,0.0178727,8
91600,0.9443,0.000230365,9
92100,0.945085,0.000600648,0
92100,0.938329,0.00655209,1
92100,0.957752,0.014012,2
92100,0.941284,0.00342277,3
92100,0.96303,0.0196001,4
92100,0.932734,0.0124754,5
92100,0.935795,0.00923436,6
92100,0.94804,0.00372997,7
92100,0.933684,0.0114696,8
92100,0.953213,0.00920628,9
92600,0.936727,0.00824806,0
92600,0.943131,0.00146742,1
92600,0.945126,0.00064458,2
92600,0.950376,0.00620248,3
92600,0.937777,0.00713648,4
92600,0.939457,0.00535795,5
92600,0.938512,0.00635838,6
92600,0.942816,0.0018009,7
92600,0.933682,0.0114716,8
92600,0.932632,0.0125832,9
93100,0.935664,0.00937301,0
93100,0.94193,0.00273935,1
93100,0.942452,0.00218655,2
93100,0.94381,0.000749253,3
93100,0.970543,0.0275544,4
93100,0.944436,8.58869e-05,5
93100,0.930547,0.0147905,6
93100,0.940677,0.00406608,7
93100,0.952373,0.00831675,8
93100,0.933993,0.011142,9
93600,0.935132,0.0099361,0
93600,0.94822,0.00392018,1
93600,0.942715,0.00190825,2
93600,0.95009,0.00589965,3
93600,0.935963,0.00905633,4
93600,0.93669,0.00828654,5
93600,0.956737,0.0129378,6
93600,0.945519,0.00106095,7
93600,0.96058,0.0170067,8
93600,0.949778,0.00556974,9
94100,0.930887,0.0144311,0
94100,0.9313,0.0139936,1
94100,0.919935,0.026026,2
94100,0.935743,0.00928995,3
94100,0.95248,0.0084306,4
94100,0.959712,0.0160876,5
94100,0.951963,0.00788367,6
94100,0.932023,0.0132278,7
94100,0.95217,0.00810245,8
94100,0.949174,0.00493025,9
94600,0.931825,0.0134382,0
94600,0.96317,0.0197483,1
94600,0.948371,0.0040799,2
94600,0.944054,0.000490031,3
94600,0.931002,0.0143086,4
94600,0.946829,0.00244778,5
94600,0.962142,0.0186602,6
94600,0.939944,0.00484235,7
94600,0.934805,0.0102827,8
94600,0.934497,0.0106092,9
95100,0.950847,0.00670205,0
95100,0.95647,0.012655,1
95100,0.947883,0.00356321,2
95100,0.940522,0.00422978,3
95100,0.936637,0.00834274,4
95100,0.95463,0.0107068,5
95100,0.935922,0.00910039,6
95100,0.963728,0.0203398,7
95100,0.948905,0.00464557,8
95100,0.931526,0.0137545,9
95600,0.937027,0.0079304,0
95600,0.94679,0.0024059,1
95600,0.938756,0.00610001,2
95600,0.945468,0.00100619,3
95600,0.94201,0.00265458,4
95600,0.951163,0.0070357,5
95600,0.942518,0.00211623,6
95600,0.94801,0.00369794,7
95600,0.935806,0.00922244,8
95600,0.946078,0.00165221,9
96100,0.94328,0.00131,0
96100,0.952587,0.00854409,1
96100,0.936299,0.00870056,2
96100,0.937008,0.00795079,3
96100,0.935996,0.00902189,4
96100,0.947731,0.00340283,5
96100,0.939941,0.00484461,6
96100,0.943482,0.00109578,7
96100,0.930938,0.0143774,8
96100,0.956634,0.0128285,9
96600,0.968389,0.0252743,0
96600,0.946852,0.00247144,1
96600,0.945946,0.00151244,2
96600,0.948663,0.00438943,3
96600,0.953494,0.00950408,4
96600,0.943732,0.000831773,5
96600,0.950978,0.0068402,6
96600,0.935781,0.00924964,7
96600,0.96386,0.0204793,8
96600,0.962149,0.0186678,9
97100,0.936469,0.00852098,0
97100,0.943478,0.00110052,1
97100,0.947282,0.00292773,2
97100,0.926657,0.0189096,3
97100,0.925055,0.0206057,4
97100,0.952389,0.00833406,5
97100,0.931763,0.0135033,6
97100,0.93737,0.00756692,7
97100,0.943678,0.000888508,8
97100,0.928159,0.0173195,9
97600,0.946613,0.00221924,0
97600,0.926492,0.0190844,1
97600,0.941533,0.00315939,2
97600,0.95249,0.00844159,3
97600,0.950797,0.00664871,4
97600,0.938345,0.00653422,5
97600,0.944521,4.5103e-06,6
97600,0.948506,0.00422305,7
97600,0.926193,0.0194008,8
97600,0.946813,0.00243017,9
98100,0.939212,0.00561698,0
98100,0.943672,0.000895316,1
98100,0.937329,0.00761057,2
98100,0.941392,0.00330861,3
98100,0.951402,0.00728891,4
98100,0.955366,0.0114859,5
98100,0.940996,0.00372832,6
98100,0.950212,0.0060298,7
98100,0.950609,0.0064495,8
98100,0.968547,0.0254411,9
98600,0.953085,0.00907094,0
98600,0.941943,0.00272556,1
98600,0.951014,0.00687867,2
98600,0.951704,0.00760943,3
98600,0.944013,0.000533289,4
98600,0.949831,0.00562595,5
98600,0.935238,0.00982434,6
98600,0.947662,0.00332928,7
98600,0.942633,0.0019948,8
98600,0.945197,0.000719437,9
99100,0.941213,0.00349866,0
99100,0.946903,0.00252563,1
99100,0.939152,0.00567987,2
99100,0.949944,0.00574551,3
99100,0.931893,0.013366,4
99100,0.935621,0.00941909,5
99100,0.938858,0.00599148,6
99100,0.932089,0.0131583,7
99100,0.966131,0.0228836,8
99100,0.940918,0.00381027,9
99600,0.945078,0.000593242,0
99600,0.917161,0.0289636,1
99600,0.941856,0.00281717,2
99600,0.941271,0.00343724,3
99600,0.950056,0.00586387,4
99600,0.927312,0.0182157,5
99600,0.943906,0.000646907,6
99600,0.952691,0.00865421,7
99600,0.944589,7.65135e-05,8
99600,0.949177,0.00493376,9
